0	0
0.001	0.012566
0.002	0.0251301
0.003	0.0376902
0.004	0.0502443
0.005	0.0627905
0.006	0.0753268
0.007	0.0878512
0.008	0.100362
0.009	0.112856
0.01	0.125333
0.011	0.13779
0.012	0.150226
0.013	0.162637
0.014	0.175023
0.015	0.187381
0.016	0.19971
0.017	0.212007
0.018	0.224271
0.019	0.236499
0.02	0.24869
0.021	0.260842
0.022	0.272952
0.023	0.285019
0.024	0.297042
0.025	0.309017
0.026	0.320944
0.027	0.33282
0.028	0.344643
0.029	0.356412
0.03	0.368125
0.031	0.379779
0.032	0.391374
0.033	0.402906
0.034	0.414376
0.035	0.425779
0.036	0.437116
0.037	0.448383
0.038	0.45958
0.039	0.470704
0.04	0.481754
0.041	0.492727
0.042	0.503623
0.043	0.51444
0.044	0.525175
0.045	0.535827
0.046	0.546394
0.047	0.556876
0.048	0.567269
0.049	0.577573
0.05	0.587785
0.051	0.597905
0.052	0.60793
0.053	0.61786
0.054	0.627691
0.055	0.637424
0.056	0.647056
0.057	0.656586
0.058	0.666012
0.059	0.675333
0.06	0.684547
0.061	0.693653
0.062	0.70265
0.063	0.711536
0.064	0.720309
0.065	0.728969
0.066	0.737513
0.067	0.745941
0.068	0.754251
0.069	0.762443
0.07	0.770513
0.071	0.778462
0.072	0.786288
0.073	0.79399
0.074	0.801567
0.075	0.809017
0.076	0.816339
0.077	0.823533
0.078	0.830596
0.079	0.837528
0.08	0.844328
0.081	0.850995
0.082	0.857527
0.083	0.863923
0.084	0.870184
0.085	0.876307
0.086	0.882291
0.087	0.888136
0.088	0.893841
0.089	0.899405
0.09	0.904827
0.091	0.910106
0.092	0.915241
0.093	0.920232
0.094	0.925077
0.095	0.929777
0.096	0.934329
0.097	0.938734
0.098	0.942991
0.099	0.947098
0.1	0.951057
0.101	0.954865
0.102	0.958522
0.103	0.962028
0.104	0.965382
0.105	0.968583
0.106	0.971632
0.107	0.974527
0.108	0.977268
0.109	0.979855
0.11	0.982287
0.111	0.984564
0.112	0.986686
0.113	0.988652
0.114	0.990461
0.115	0.992115
0.116	0.993611
0.117	0.994951
0.118	0.996134
0.119	0.997159
0.12	0.998027
0.121	0.998737
0.122	0.999289
0.123	0.999684
0.124	0.999921
0.125	1
0.126	0.999921
0.127	0.999684
0.128	0.999289
0.129	0.998737
0.13	0.998027
0.131	0.997159
0.132	0.996134
0.133	0.994951
0.134	0.993611
0.135	0.992115
0.136	0.990461
0.137	0.988652
0.138	0.986686
0.139	0.984564
0.14	0.982287
0.141	0.979855
0.142	0.977268
0.143	0.974527
0.144	0.971632
0.145	0.968583
0.146	0.965382
0.147	0.962028
0.148	0.958522
0.149	0.954865
0.15	0.951056
0.151	0.947098
0.152	0.942991
0.153	0.938734
0.154	0.934329
0.155	0.929776
0.156	0.925077
0.157	0.920232
0.158	0.915241
0.159	0.910106
0.16	0.904827
0.161	0.899405
0.162	0.893841
0.163	0.888136
0.164	0.882291
0.165	0.876307
0.166	0.870184
0.167	0.863923
0.168	0.857527
0.169	0.850994
0.17	0.844328
0.171	0.837528
0.172	0.830596
0.173	0.823533
0.174	0.816339
0.175	0.809017
0.176	0.801567
0.177	0.79399
0.178	0.786288
0.179	0.778462
0.18	0.770513
0.181	0.762442
0.182	0.754251
0.183	0.745941
0.184	0.737513
0.185	0.728969
0.186	0.720309
0.187	0.711536
0.188	0.70265
0.189	0.693653
0.19	0.684547
0.191	0.675333
0.192	0.666012
0.193	0.656586
0.194	0.647056
0.195	0.637424
0.196	0.627691
0.197	0.61786
0.198	0.60793
0.199	0.597905
0.2	0.587785
0.201	0.577573
0.202	0.567269
0.203	0.556876
0.204	0.546394
0.205	0.535827
0.206	0.525175
0.207	0.514439
0.208	0.503623
0.209	0.492727
0.21	0.481754
0.211	0.470704
0.212	0.45958
0.213	0.448383
0.214	0.437116
0.215	0.425779
0.216	0.414375
0.217	0.402906
0.218	0.391374
0.219	0.379779
0.22	0.368124
0.221	0.356412
0.222	0.344643
0.223	0.332819
0.224	0.320943
0.225	0.309017
0.226	0.297041
0.227	0.285019
0.228	0.272952
0.229	0.260841
0.23	0.24869
0.231	0.236499
0.232	0.224271
0.233	0.212007
0.234	0.19971
0.235	0.187381
0.236	0.175023
0.237	0.162637
0.238	0.150225
0.239	0.13779
0.24	0.125333
0.241	0.112856
0.242	0.100362
0.243	0.0878511
0.244	0.0753267
0.245	0.0627904
0.246	0.0502442
0.247	0.03769
0.248	0.0251299
0.249	0.0125659
0.25	-1.49128e-07
0.251	-0.0125662
0.252	-0.0251302
0.253	-0.0376903
0.254	-0.0502445
0.255	-0.0627907
0.256	-0.075327
0.257	-0.0878513
0.258	-0.100362
0.259	-0.112857
0.26	-0.125333
0.261	-0.13779
0.262	-0.150226
0.263	-0.162637
0.264	-0.175023
0.265	-0.187381
0.266	-0.19971
0.267	-0.212007
0.268	-0.224271
0.269	-0.236499
0.27	-0.24869
0.271	-0.260842
0.272	-0.272952
0.273	-0.285019
0.274	-0.297042
0.275	-0.309017
0.276	-0.320944
0.277	-0.33282
0.278	-0.344643
0.279	-0.356412
0.28	-0.368125
0.281	-0.379779
0.282	-0.391374
0.283	-0.402907
0.284	-0.414376
0.285	-0.425779
0.286	-0.437116
0.287	-0.448383
0.288	-0.45958
0.289	-0.470704
0.29	-0.481754
0.291	-0.492727
0.292	-0.503623
0.293	-0.51444
0.294	-0.525175
0.295	-0.535827
0.296	-0.546394
0.297	-0.556876
0.298	-0.567269
