0	-1.997
0.001	-1.994
0.002	-1.99101
0.003	-1.98801
0.004	-1.98502
0.005	-1.98202
0.006	-1.97903
0.007	-1.97605
0.008	-1.97306
0.009	-1.97007
0.01	-1.96709
0.011	-1.9641
0.012	-1.96112
0.013	-1.95814
0.014	-1.95516
0.015	-1.95218
0.016	-1.94921
0.017	-1.94623
0.018	-1.94326
0.019	-1.94028
0.02	-1.93731
0.021	-1.93434
0.022	-1.93137
0.023	-1.9284
0.024	-1.92543
0.025	-1.92246
0.026	-1.9195
0.027	-1.91653
0.028	-1.91357
0.029	-1.9106
0.03	-1.90764
0.031	-1.90468
0.032	-1.90172
0.033	-1.89876
0.034	-1.89579
0.035	-1.89284
0.036	-1.88988
0.037	-1.88692
0.038	-1.88396
0.039	-1.881
0.04	-1.87805
0.041	-1.87509
0.042	-1.87213
0.043	-1.86918
0.044	-1.86622
0.045	-1.86327
0.046	-1.86031
0.047	-1.85736
0.048	-1.85441
0.049	-1.85145
0.05	-1.8485
0.051	-1.84555
0.052	-1.8426
0.053	-1.83964
0.054	-1.83669
0.055	-1.83374
0.056	-1.83079
0.057	-1.82784
0.058	-1.82488
0.059	-1.82193
0.06	-1.81898
0.061	-1.81603
0.062	-1.81308
0.063	-1.81013
0.064	-1.80718
0.065	-1.80423
0.066	-1.80127
0.067	-1.79832
0.068	-1.79537
0.069	-1.79242
0.07	-1.78947
0.071	-1.78652
0.072	-1.78357
0.073	-1.78061
0.074	-1.77766
0.075	-1.77471
0.076	-1.77176
0.077	-1.7688
0.078	-1.76585
0.079	-1.7629
0.08	-1.75994
0.081	-1.75699
0.082	-1.75404
0.083	-1.75108
0.084	-1.74813
0.085	-1.74517
0.086	-1.74222
0.087	-1.73926
0.088	-1.73631
0.089	-1.73335
0.09	-1.73039
0.091	-1.72744
0.092	-1.72448
0.093	-1.72152
0.094	-1.71856
0.095	-1.7156
0.096	-1.71264
0.097	-1.70968
0.098	-1.70672
0.099	-1.70376
0.1	-1.7008
0.101	-1.69784
0.102	-1.69488
0.103	-1.69191
0.104	-1.68895
0.105	-1.68599
0.106	-1.68302
0.107	-1.68006
0.108	-1.67709
0.109	-1.67413
0.11	-1.67116
0.111	-1.66819
0.112	-1.66523
0.113	-1.66226
0.114	-1.65929
0.115	-1.65632
0.116	-1.65335
0.117	-1.65038
0.118	-1.64741
0.119	-1.64443
0.12	-1.64146
0.121	-1.63849
0.122	-1.63551
0.123	-1.63254
0.124	-1.62957
0.125	-1.62659
0.126	-1.62361
0.127	-1.62064
0.128	-1.61766
0.129	-1.61468
0.13	-1.6117
0.131	-1.60872
0.132	-1.60574
0.133	-1.60276
0.134	-1.59978
0.135	-1.5968
0.136	-1.59381
0.137	-1.59083
0.138	-1.58785
0.139	-1.58486
0.14	-1.58188
0.141	-1.57889
0.142	-1.5759
0.143	-1.57292
0.144	-1.56993
0.145	-1.56694
0.146	-1.56395
0.147	-1.56096
0.148	-1.55797
0.149	-1.55498
0.15	-1.55199
0.151	-1.549
0.152	-1.546
0.153	-1.54301
0.154	-1.54002
0.155	-1.53702
0.156	-1.53403
0.157	-1.53103
0.158	-1.52803
0.159	-1.52504
0.16	-1.52204
0.161	-1.51904
0.162	-1.51604
0.163	-1.51304
0.164	-1.51004
0.165	-1.50704
0.166	-1.50404
0.167	-1.50104
0.168	-1.49804
0.169	-1.49503
0.17	-1.49203
0.171	-1.48903
0.172	-1.48602
0.173	-1.48302
0.174	-1.48001
0.175	-1.47701
0.176	-1.474
0.177	-1.471
0.178	-1.46799
0.179	-1.46498
0.18	-1.46197
0.181	-1.45897
0.182	-1.45596
0.183	-1.45295
0.184	-1.44994
0.185	-1.44693
0.186	-1.44392
0.187	-1.44091
0.188	-1.4379
0.189	-1.43489
0.19	-1.43188
0.191	-1.42886
0.192	-1.42585
0.193	-1.42284
0.194	-1.41983
0.195	-1.41682
0.196	-1.4138
0.197	-1.41079
0.198	-1.40778
0.199	-1.40476
0.2	-1.40175
0.201	-1.39874
0.202	-1.39572
0.203	-1.39271
0.204	-1.38969
0.205	-1.38668
0.206	-1.38366
0.207	-1.38065
0.208	-1.37764
0.209	-1.37462
0.21	-1.37161
0.211	-1.36859
0.212	-1.36558
0.213	-1.36256
0.214	-1.35955
0.215	-1.35653
0.216	-1.35352
0.217	-1.3505
0.218	-1.34749
0.219	-1.34448
0.22	-1.34146
0.221	-1.33845
0.222	-1.33543
0.223	-1.33242
0.224	-1.32941
0.225	-1.32639
0.226	-1.32338
0.227	-1.32037
0.228	-1.31736
0.229	-1.31434
0.23	-1.31133
0.231	-1.30832
0.232	-1.30531
0.233	-1.3023
0.234	-1.29929
0.235	-1.29628
0.236	-1.29327
0.237	-1.29026
0.238	-1.28725
0.239	-1.28424
0.24	-1.28124
0.241	-1.27823
0.242	-1.27522
0.243	-1.27222
0.244	-1.26921
0.245	-1.26621
0.246	-1.2632
0.247	-1.2602
0.248	-1.2572
0.249	-1.25419
0.25	-1.25119
0.251	-1.24819
0.252	-1.24519
0.253	-1.24219
0.254	-1.2392
0.255	-1.2362
0.256	-1.2332
0.257	-1.23021
0.258	-1.22721
0.259	-1.22422
0.26	-1.22122
0.261	-1.21823
0.262	-1.21524
0.263	-1.21225
0.264	-1.20926
0.265	-1.20628
0.266	-1.20329
0.267	-1.2003
0.268	-1.19732
0.269	-1.19434
0.27	-1.19135
0.271	-1.18837
0.272	-1.18539
0.273	-1.18241
0.274	-1.17944
0.275	-1.17646
0.276	-1.17349
0.277	-1.17051
0.278	-1.16754
0.279	-1.16457
0.28	-1.1616
0.281	-1.15863
0.282	-1.15567
0.283	-1.1527
0.284	-1.14974
0.285	-1.14678
0.286	-1.14382
0.287	-1.14086
0.288	-1.1379
0.289	-1.13495
0.29	-1.132
0.291	-1.12904
0.292	-1.12609
0.293	-1.12315
0.294	-1.1202
0.295	-1.11725
0.296	-1.11431
0.297	-1.11137
0.298	-1.10843
0.299	-1.10549
0.3	-1.10256
0.301	-1.09963
0.302	-1.09669
0.303	-1.09376
0.304	-1.09084
0.305	-1.08791
0.306	-1.08499
0.307	-1.08207
0.308	-1.07915
0.309	-1.07623
0.31	-1.07332
0.311	-1.07041
0.312	-1.0675
0.313	-1.06459
0.314	-1.06168
0.315	-1.05878
0.316	-1.05588
0.317	-1.05298
0.318	-1.05008
0.319	-1.04719
0.32	-1.0443
0.321	-1.04141
0.322	-1.03853
0.323	-1.03564
0.324	-1.03276
0.325	-1.02988
0.326	-1.02701
0.327	-1.02413
0.328	-1.02126
0.329	-1.0184
0.33	-1.01553
0.331	-1.01267
0.332	-1.00981
0.333	-1.00695
0.334	-1.0041
0.335	-1.00125
0.336	-0.998402
0.337	-0.995557
0.338	-0.992715
0.339	-0.989877
0.34	-0.987041
0.341	-0.984208
0.342	-0.981378
0.343	-0.978552
0.344	-0.975728
0.345	-0.972908
0.346	-0.970091
0.347	-0.967277
0.348	-0.964466
0.349	-0.961658
0.35	-0.958854
0.351	-0.956053
0.352	-0.953256
0.353	-0.950462
0.354	-0.947671
0.355	-0.944884
0.356	-0.9421
0.357	-0.93932
0.358	-0.936543
0.359	-0.93377
0.36	-0.931
0.361	-0.928234
0.362	-0.925472
0.363	-0.922713
0.364	-0.919958
0.365	-0.917206
0.366	-0.914459
0.367	-0.911715
0.368	-0.908975
0.369	-0.906238
0.37	-0.903506
0.371	-0.900777
0.372	-0.898053
0.373	-0.895332
0.374	-0.892615
0.375	-0.889902
0.376	-0.887194
0.377	-0.884489
0.378	-0.881788
0.379	-0.879092
0.38	-0.876399
0.381	-0.873711
0.382	-0.871027
0.383	-0.868347
0.384	-0.865671
0.385	-0.862999
0.386	-0.860332
0.387	-0.857669
0.388	-0.855011
0.389	-0.852356
0.39	-0.849707
0.391	-0.847061
0.392	-0.84442
0.393	-0.841784
0.394	-0.839152
0.395	-0.836524
0.396	-0.833901
0.397	-0.831283
0.398	-0.828669
0.399	-0.82606
0.4	-0.823455
0.401	-0.820855
0.402	-0.81826
0.403	-0.81567
0.404	-0.813084
0.405	-0.810503
0.406	-0.807927
0.407	-0.805355
0.408	-0.802789
0.409	-0.800227
0.41	-0.797671
0.411	-0.795119
0.412	-0.792572
0.413	-0.79003
0.414	-0.787493
0.415	-0.784962
0.416	-0.782435
0.417	-0.779913
0.418	-0.777397
0.419	-0.774885
0.42	-0.772379
0.421	-0.769878
0.422	-0.767382
0.423	-0.764891
0.424	-0.762405
0.425	-0.759925
0.426	-0.75745
0.427	-0.754981
0.428	-0.752516
0.429	-0.750057
0.43	-0.747604
0.431	-0.745156
0.432	-0.742713
0.433	-0.740276
0.434	-0.737844
0.435	-0.735418
0.436	-0.732997
0.437	-0.730582
0.438	-0.728172
0.439	-0.725768
0.44	-0.72337
0.441	-0.720977
0.442	-0.71859
0.443	-0.716209
0.444	-0.713833
0.445	-0.711463
0.446	-0.709099
0.447	-0.70674
0.448	-0.704387
0.449	-0.702041
0.45	-0.699699
0.451	-0.697364
0.452	-0.695035
0.453	-0.692712
0.454	-0.690394
0.455	-0.688082
0.456	-0.685777
0.457	-0.683477
0.458	-0.681184
0.459	-0.678896
0.46	-0.676614
0.461	-0.674339
0.462	-0.672069
0.463	-0.669806
0.464	-0.667549
0.465	-0.665298
0.466	-0.663053
0.467	-0.660814
0.468	-0.658581
0.469	-0.656355
0.47	-0.654135
0.471	-0.651921
0.472	-0.649713
0.473	-0.647512
0.474	-0.645317
0.475	-0.643128
0.476	-0.640946
